Nombre,Apellido,RUT,Dirección,Comuna,N° Cuenta Corriente,Banco,Monto de Garantía,Fecha de Pago de Garantía,N° Jornada de Remate,Fecha del Remate,Modelo de Automóvil,Categoría de Automóvil,Proveedor del Auto,Pago del Restante,Fecha de Pago del Restante,Devolución de Garantía,Fecha de Devolución,Cantidad de Click en Inicio,"Cantidad de Click en ""Quiénes Somos""",Cantidad de Click en Contacto,Cantidad de Click en Remates Activos,Cantidad de Click en Abonar Garantía,Cantidad de Click en Agregar al Carro,Cantidad de Click a Salón de Remate
Moreno,Bárcena,11679628-7,"Camino de Rosendo Carpio 31 Piso 9 
Melilla, 24874",Ñuñoa,ES1045162543062885254523,Banco Estado,921525.97,2024-04-05,11,2024-08-11,Ford Fiesta,Hatchback,Banco Estado,17612740.27,2024-08-26,0.0,,39,20,11,164,25,53,67
Amaya,Peiró,7504677-4,"Callejón de León Pinto 54 Apt. 59 
Lleida, 12121",Santiago,ES1906752709298240168256,Santander,1940257.06,2024-06-13,14,2024-09-21,Chevrolet Spark,Coupé,BCI,11733217.15,2024-11-22,0.0,,0,0,42,116,7,99,8
Aura,Barrera,2593806-2,"Rambla Isaac Barral 85
Santa Cruz de Tenerife, 20921",Ñuñoa,ES2646680392090553110307,BCI,866049.08,2024-03-16,35,2024-09-13,Nissan Sentra,Camioneta,BCI,0.0,,866049.08,2024-11-27,13,28,35,183,40,17,15
Iris,Porta,4253112-K,"Ronda de Ruperto Reyes 905
Pontevedra, 46417",Santiago,ES4353742589882081637588,Banco de Chile,1762233.0,2024-04-09,13,2024-09-25,Chevrolet Spark,Camioneta,Banco de Chile,0.0,,1762233.0,2024-10-10,89,44,0,189,43,46,8
Norberto,Quintero,12198877-1,"Alameda Antonio Leal 656 Piso 9 
Guipúzcoa, 34181",Santiago,ES7770981047136478737845,Santander,1843540.43,2024-02-27,20,2024-11-23,Toyota Corolla,Hatchback,Santander,17401209.56,2024-12-18,0.0,,7,35,42,189,11,97,82
Che,Boada,11676193-9,"Cañada Filomena Ortega 5 Piso 3 
Ávila, 46998",Las Condes,ES2278752069223802890822,BCI,812410.15,2024-04-30,31,2024-11-09,Toyota Corolla,SUV,Banco de Chile,0.0,,812410.15,2024-12-16,87,15,23,135,14,13,65
María Cristina,Iglesia,23221877-0,"Paseo de Fabiola Cabañas 100 Puerta 9 
Las Palmas, 25624",Providencia,ES2439872084863307220209,Santander,1909065.05,2024-04-09,2,2024-04-10,Ford Fiesta,Coupé,Scotiabank,13014127.29,2024-12-23,0.0,,42,16,49,151,23,34,44
Cruz,Amaya,12164192-5,"C. Dulce Olmo 73
Zamora, 49448",Ñuñoa,ES9444165623186891333633,Banco de Chile,1571134.85,2024-02-23,43,2024-05-18,Chevrolet Spark,Hatchback,Scotiabank,0.0,,1571134.85,2024-12-01,86,33,33,145,42,54,45
Pepe,Lucena,18890220-0,"Alameda Roxana Moya 111
La Coruña, 17555",Las Condes,ES7113094440878862661153,BCI,810748.53,2024-01-26,25,2024-04-23,Ford Fiesta,Hatchback,Banco Estado,5796310.19,2024-08-21,0.0,,61,0,11,80,42,61,95
Cristina,Mínguez,6092166-0,"C. Sosimo Amorós 57
Salamanca, 47393",Ñuñoa,ES3804794906243715346090,Banco Estado,718068.23,2024-05-28,14,2024-09-30,Toyota Corolla,Hatchback,Santander,7000599.29,2024-11-12,0.0,,25,38,40,148,4,13,35
Leopoldo,Ayala,22736557-9,"Via de Gaspar Vall 39 Puerta 1 
Toledo, 30492",Providencia,ES4077395788306821584612,Scotiabank,505269.37,2024-06-24,24,2024-08-14,Honda Civic,Sedán,BCI,0.0,,505269.37,2024-11-25,83,21,44,73,26,12,0
Josep,Campos,19077816-9,"Calle Eloísa López 43
Zaragoza, 12797",La Florida,ES4941076227172518209206,BCI,506739.85,2024-01-01,30,2024-03-09,Nissan Sentra,Coupé,Santander,0.0,,506739.85,2024-09-22,34,48,16,121,39,72,12
Sofía,Bello,14891998-4,"Alameda de Calista Bello 89 Piso 1 
Huelva, 23409",Providencia,ES7413235340428742896544,Banco Estado,815181.15,2024-07-06,14,2024-07-26,Honda Civic,Sedán,Scotiabank,0.0,,815181.15,2024-10-19,94,7,47,118,5,99,48
Jerónimo,Milla,11452337-2,"Callejón de Blas Bermejo 59
Albacete, 05774",Santiago,ES1631079571695469527066,Banco de Chile,1680376.26,2024-03-18,22,2024-04-14,Toyota Corolla,Hatchback,Santander,0.0,,1680376.26,2024-10-19,35,49,8,104,20,44,91
Jordán,Gras,20203001-7,"Calle Adela Solera 97
Huelva, 17137",La Florida,ES3530578002545480688543,Santander,923138.01,2024-05-25,33,2024-09-29,Toyota Corolla,Coupé,Scotiabank,17710973.51,2024-10-24,0.0,,14,19,44,16,36,66,94
Toribio,Cañas,16055477-0,"Ronda Yésica Olmo 699
Vizcaya, 37247",Vitacura,ES6354464639667708787589,Banco Estado,1907134.51,2024-05-30,23,2024-12-04,Ford Fiesta,Sedán,Scotiabank,0.0,,1907134.51,2024-12-27,68,9,7,199,32,80,99
Ruy,Amat,11882593-4,"Avenida Bienvenida Girona 62
Cuenca, 07417",La Florida,ES5712319894850514593427,Banco de Chile,1631149.64,2024-06-16,30,2024-12-23,Toyota Corolla,Sedán,Banco Estado,0.0,,1631149.64,2024-12-29,62,50,26,85,1,75,19
Gervasio,Ricart,8479652-2,"Alameda Conrado Boada 78
Valladolid, 15066",Ñuñoa,ES9178478568852565626069,Banco de Chile,657012.87,2024-05-25,29,2024-12-01,Chevrolet Spark,Coupé,Banco de Chile,0.0,,657012.87,2024-12-27,89,46,23,88,17,59,90
Paula,Talavera,9891191-K,"Urbanización de Curro Aguirre 50
Málaga, 43493",Vitacura,ES6156396455158623007030,Santander,1590039.32,2024-04-04,46,2024-08-25,Honda Civic,Hatchback,Banco de Chile,13452330.92,2024-10-30,0.0,,80,1,23,136,49,9,42
Bruno,Lumbreras,2822764-7,"Rambla Ascensión Mulet 24
Madrid, 47484",Las Condes,ES8269234918610375336759,Santander,1166228.48,2024-01-29,11,2024-02-28,Nissan Sentra,SUV,Banco Estado,18138776.49,2024-08-07,0.0,,7,24,49,162,7,49,88
Eligio,Pomares,10752052-K,"Cañada Susana Saura 83
Girona, 09998",Providencia,ES4824176717051836151269,BCI,666955.54,2024-03-12,30,2024-08-21,Ford Fiesta,Camioneta,BCI,8609925.41,2024-12-14,0.0,,54,4,46,183,30,47,27
Azeneth,Barriga,15365146-9,"Plaza Aitor Mur 57
Almería, 13770",Las Condes,ES4124091226832665576388,Scotiabank,1445029.79,2024-04-17,11,2024-08-12,Toyota Corolla,Camioneta,Santander,0.0,,1445029.79,2024-09-23,71,11,23,190,24,45,27
Gema,Zabala,21998401-4,"Pasaje de Diana Rius 38 Puerta 1 
Castellón, 24565",Providencia,ES2700910121875353826994,Banco de Chile,1741124.7,2024-01-31,48,2024-06-13,Chevrolet Spark,Coupé,Banco Estado,0.0,,1741124.7,2024-09-08,79,36,21,180,14,29,67
Candelas,Molina,24876752-9,"Cañada Eric Calvet 42 Puerta 1 
Ourense, 24847",La Florida,ES9716270838783339946090,BCI,1761637.89,2024-04-22,44,2024-12-16,Ford Fiesta,Hatchback,Santander,0.0,,1761637.89,2024-12-25,0,8,46,105,18,6,61
Victorino,Pinto,24749172-4,"Cuesta de Ildefonso Torre 135
Ávila, 14098",Vitacura,ES7989043763456363236949,BCI,883968.57,2024-03-26,10,2024-07-03,Ford Fiesta,SUV,Scotiabank,0.0,,883968.57,2024-11-19,79,0,30,118,5,31,72
Crescencia,Briones,7147158-6,"Via de Mercedes Garriga 15
Valencia, 40584",Santiago,ES3170484699695895239654,Santander,613776.64,2024-05-11,43,2024-12-22,Honda Civic,SUV,Scotiabank,0.0,,613776.64,2024-12-23,99,19,14,129,6,7,86
Mónica,Lozano,6195986-6,"Callejón Amparo Almazán 4
Ciudad, 01166",Providencia,ES7057174579043879032399,Banco de Chile,1839375.88,2024-04-19,27,2024-07-17,Ford Fiesta,Camioneta,Banco Estado,11472250.53,2024-09-01,0.0,,69,45,24,157,19,11,64
Emiliano,Noriega,14076556-2,"Urbanización de Vilma Maza 35 Apt. 07 
Melilla, 01418",Providencia,ES4821572879492732669531,BCI,1748589.08,2024-06-30,43,2024-10-02,Ford Fiesta,Coupé,Scotiabank,0.0,,1748589.08,2024-11-26,80,2,22,22,10,24,57
José María,Blanch,9151127-4,"Cuesta Josep Valderrama 26 Apt. 90 
Girona, 38700",Las Condes,ES4267361244024713992584,Santander,1041851.61,2024-01-11,43,2024-09-15,Toyota Corolla,Camioneta,Banco de Chile,11103875.8,2024-11-04,0.0,,20,2,27,185,1,85,88
Candelas,Badía,17125993-2,"Vial de Rebeca Vega 13 Puerta 4 
Álava, 13581",Providencia,ES3156967811365245878849,Scotiabank,729020.74,2024-01-26,46,2024-12-08,Honda Civic,Hatchback,Banco de Chile,0.0,,729020.74,2024-12-14,40,28,45,103,5,11,18
Itziar,Grau,8951304-9,"Rambla de Rodrigo Sáenz 2
Alicante, 48097",Providencia,ES8112150236619372515790,Banco Estado,1897800.83,2024-01-01,42,2024-12-30,Toyota Corolla,Hatchback,BCI,17438967.76,2024-12-30,0.0,,60,12,29,28,35,56,26
Heliodoro,Cerdán,6655875-4,"Urbanización de Ramón Pavón 25
Valladolid, 33391",Providencia,ES2356702937571550816320,Santander,955674.63,2024-06-11,31,2024-06-15,Chevrolet Spark,SUV,BCI,6682224.03,2024-10-09,0.0,,7,46,35,175,45,85,3
Ramona,Coca,6868900-7,"Alameda Felix Poza 40
Valencia, 14203",Ñuñoa,ES2697616229197626271530,BCI,845958.59,2024-02-08,33,2024-08-11,Toyota Corolla,Coupé,Santander,19080971.94,2024-10-24,0.0,,76,8,33,165,37,50,74
Lucas,Quirós,19215823-0,"Alameda de Abraham Solís 98
Ciudad, 07033",Vitacura,ES5693322274363034335346,Banco Estado,1962406.22,2024-05-04,24,2024-12-24,Honda Civic,Sedán,BCI,17426484.96,2024-12-30,0.0,,78,27,33,77,24,84,25
Nacio,Fajardo,16597499-9,"Plaza de Fermín Porta 377
Cádiz, 32844",Santiago,ES4998414738994861821363,Santander,1851051.39,2024-01-23,34,2024-08-16,Chevrolet Spark,Camioneta,Santander,0.0,,1851051.39,2024-12-11,48,46,36,110,6,98,56
Rebeca,Trujillo,20456114-1,"Alameda María Luisa Gomila 112 Apt. 93 
Madrid, 11230",Ñuñoa,ES7101072782133604682966,BCI,1468858.22,2024-02-29,32,2024-04-06,Chevrolet Spark,Camioneta,Banco Estado,0.0,,1468858.22,2024-05-09,30,23,30,158,11,78,25
Ascensión,Corral,7408586-5,"Via Adriana Cuadrado 41
Pontevedra, 17735",Ñuñoa,ES5976347062179537931819,BCI,985398.52,2024-01-23,48,2024-06-27,Chevrolet Spark,SUV,Scotiabank,0.0,,985398.52,2024-07-26,39,18,30,140,9,86,62
Leire,Fuentes,14028026-7,"C. Trinidad Cánovas 7 Puerta 4 
Cantabria, 34231",Ñuñoa,ES4930912329334511553444,BCI,918802.27,2024-02-28,35,2024-09-05,Toyota Corolla,Camioneta,Scotiabank,11834359.59,2024-09-19,0.0,,71,25,30,155,40,5,48
Anabel,Quintana,17009465-4,"Via de Valero Rosell 288 Piso 7 
Asturias, 17116",Providencia,ES3983977286097962117407,Banco de Chile,1920881.35,2024-07-09,12,2024-07-26,Toyota Corolla,Camioneta,Banco de Chile,13437775.43,2024-07-28,0.0,,6,41,21,165,46,32,51
Ana Belén,Ribes,22146350-1,"Rambla de Ainoa Espada 72
León, 14164",Providencia,ES2901782130092654313391,Santander,1661716.08,2024-03-12,44,2024-06-19,Nissan Sentra,Camioneta,BCI,0.0,,1661716.08,2024-08-31,22,31,25,81,14,97,31
Buenaventura,Rosado,10331603-0,"Vial de Fortunata Herranz 86
Ciudad, 34991",Providencia,ES5601625589645290678083,Santander,1995218.14,2024-03-08,16,2024-08-04,Nissan Sentra,Sedán,Santander,0.0,,1995218.14,2024-09-16,95,47,47,95,20,59,36
Modesta,Cid,23374655-K,"Avenida Ariel Navarrete 36
Ceuta, 44269",Las Condes,ES4695797053746934971842,Banco Estado,889425.18,2024-06-17,49,2024-08-21,Chevrolet Spark,Coupé,Santander,10970307.56,2024-12-26,0.0,,90,13,8,84,24,99,66
Damián,Terrón,8170005-2,"Rambla Trini Tomas 7
Castellón, 29424",Santiago,ES1625119299142645874423,BCI,1652800.55,2024-06-18,31,2024-09-11,Nissan Sentra,Hatchback,Banco de Chile,13639290.36,2024-09-26,0.0,,39,17,0,182,5,79,58
Ruth,Andreu,18740708-7,"Rambla Elisa Barco 93
Valladolid, 42060",Santiago,ES0399526901395809814677,Banco Estado,703078.81,2024-03-06,35,2024-05-14,Toyota Corolla,Camioneta,BCI,13145579.6,2024-09-17,0.0,,78,16,23,42,17,15,52
Macaria,Roig,3340125-6,"Urbanización de David Garcia 39 Puerta 1 
Salamanca, 20768",La Florida,ES7083684083954644130302,Santander,1002607.45,2024-04-11,40,2024-05-11,Toyota Corolla,Hatchback,BCI,0.0,,1002607.45,2024-05-28,33,29,21,56,15,39,100
Martirio,Chaparro,4157252-3,"Cañada Primitivo Andrade 4
Santa Cruz de Tenerife, 44877",Providencia,ES6429289852288372790646,Scotiabank,518580.31,2024-01-21,43,2024-09-17,Nissan Sentra,Hatchback,Santander,0.0,,518580.31,2024-10-26,15,9,30,184,39,55,11
Paola,Planas,8700319-1,"Avenida Anunciación Pedro 1
Huelva, 10473",La Florida,ES4901054322564737353986,Scotiabank,895917.6,2024-04-11,16,2024-12-27,Chevrolet Spark,Hatchback,Banco de Chile,0.0,,895917.6,2024-12-28,1,28,17,45,9,79,78
Ciro,Aragonés,13151816-1,"Pasaje de Eligio Ureña 89
Castellón, 15507",Providencia,ES4176626312923670730955,Banco Estado,1761026.41,2024-04-23,23,2024-06-26,Ford Fiesta,Camioneta,BCI,0.0,,1761026.41,2024-07-30,1,19,6,147,45,48,63
Chelo,Ledesma,15169649-K,"C. de Isidro Mascaró 4 Puerta 7 
Burgos, 25518",Providencia,ES7301126756130173168575,BCI,953642.81,2024-01-20,31,2024-11-10,Ford Fiesta,SUV,Scotiabank,0.0,,953642.81,2024-11-22,40,31,27,100,27,49,43
Adán,Herrero,12543236-0,"Avenida Dominga Rosales 51 Puerta 9 
Madrid, 14338",Ñuñoa,ES6054038521797569806614,Scotiabank,890350.8,2024-07-14,46,2024-11-20,Nissan Sentra,Sedán,Banco Estado,0.0,,890350.8,2024-12-22,36,14,14,107,39,90,24
Mariano,Torrecilla,7652077-1,"Plaza Isaac Merino 94 Apt. 39 
Badajoz, 21868",Ñuñoa,ES0789341618449501037022,Santander,642029.94,2024-02-25,2,2024-08-29,Ford Fiesta,Hatchback,Banco Estado,0.0,,642029.94,2024-12-18,76,12,29,145,2,82,14
Inés,Bastida,20625408-4,"Calle Eva Palacios 893 Piso 9 
Ciudad, 46062",Ñuñoa,ES2826439195310620153139,BCI,1852120.85,2024-01-01,24,2024-02-02,Toyota Corolla,Camioneta,BCI,15705350.71,2024-08-14,0.0,,23,5,44,192,17,83,43
Gloria,Porras,18802127-1,"C. de Sandra Calderón 47 Puerta 3 
Girona, 20840",Las Condes,ES2759066053133592860364,BCI,819534.11,2024-03-03,34,2024-07-15,Ford Fiesta,Coupé,BCI,0.0,,819534.11,2024-10-15,26,31,21,35,34,86,44
Dan,Perales,2909549-3,"Vial Ana Romeu 41
Pontevedra, 18215",La Florida,ES7199137806846371143209,BCI,524403.89,2024-04-12,28,2024-11-21,Chevrolet Spark,Hatchback,Banco Estado,0.0,,524403.89,2024-12-05,96,41,11,101,34,97,12
Mario,Seguí,7595002-0,"Pasadizo de Erasmo Serrano 643
Cádiz, 39471",La Florida,ES7439229644635291107857,Scotiabank,1077254.02,2024-03-02,8,2024-10-26,Honda Civic,Sedán,Banco Estado,0.0,,1077254.02,2024-11-14,1,28,37,106,48,3,76
Asunción,Rocamora,20997019-8,"Calle Nayara Rius 4
Girona, 29887",Las Condes,ES0546046899657775303642,Banco de Chile,1797931.16,2024-02-24,24,2024-12-03,Toyota Corolla,Camioneta,Santander,0.0,,1797931.16,2024-12-22,25,21,22,80,28,98,33
Mayte,Barroso,7340425-8,"Ronda de Cleto Santamaría 17 Puerta 4 
Málaga, 04929",Vitacura,ES5110408805233334494963,Scotiabank,859243.83,2024-04-11,3,2024-10-28,Toyota Corolla,Sedán,Banco de Chile,19917854.44,2024-12-13,0.0,,17,15,4,172,11,69,80
Anselmo,Briones,6900687-6,"Callejón Reyes Tormo 93 Puerta 6 
Cádiz, 35408",Providencia,ES6070187636089316156472,Santander,1393056.56,2024-03-24,4,2024-11-03,Toyota Corolla,Sedán,Santander,0.0,,1393056.56,2024-11-23,3,21,12,77,39,21,80
Guiomar,Salas,19947555-K,"Urbanización Francisca Moliner 2 Apt. 01 
Cádiz, 01833",Ñuñoa,ES2349335254325915263456,Banco de Chile,1274145.9,2024-04-17,15,2024-07-29,Ford Fiesta,Coupé,BCI,16374401.78,2024-08-22,0.0,,92,27,34,35,43,78,73
Gabriela,Montesinos,18303353-0,"Paseo Jeremías Herranz 97 Apt. 38 
Málaga, 44975",Santiago,ES4633455925558721599192,BCI,1630443.54,2024-02-18,9,2024-08-31,Honda Civic,Camioneta,Santander,0.0,,1630443.54,2024-12-17,86,33,40,36,47,12,28
Lidia,Escalona,15815843-4,"Plaza de Vinicio Lladó 51 Puerta 1 
Málaga, 37988",Las Condes,ES0397211939313989648809,BCI,551054.52,2024-02-25,1,2024-05-14,Toyota Corolla,SUV,BCI,5503832.91,2024-12-03,0.0,,5,49,6,0,11,10,26
Adrián,Martin,7631493-4,"Via Juan José Franco 550
Cantabria, 39700",La Florida,ES8353408899383721514737,Banco Estado,1625361.22,2024-04-11,48,2024-08-25,Nissan Sentra,Camioneta,Banco de Chile,0.0,,1625361.22,2024-09-18,61,21,15,131,37,94,66
Pastor,Vilanova,23851602-1,"Calle de Ema Cabeza 902 Piso 1 
Toledo, 07746",Providencia,ES8611546619661069419321,BCI,1483617.01,2024-07-10,39,2024-09-23,Chevrolet Spark,Sedán,Banco de Chile,0.0,,1483617.01,2024-09-29,100,19,28,79,38,29,39
Cruz,Mas,14353720-K,"Pasadizo Alberto Beltrán 96 Apt. 44 
Cantabria, 51032",Vitacura,ES7910463527247805416546,Santander,1566988.62,2024-03-02,23,2024-07-29,Chevrolet Spark,Camioneta,Banco Estado,0.0,,1566988.62,2024-10-23,51,30,47,136,1,21,47
Lucio,Caro,8888927-4,"C. de Itziar Gallo 2 Apt. 73 
Burgos, 06846",Providencia,ES3448843609395482772435,Banco Estado,1456291.65,2024-05-17,23,2024-10-22,Ford Fiesta,Coupé,Banco de Chile,19538051.59,2024-12-01,0.0,,70,31,26,25,0,19,95
Zacarías,Alba,3165619-2,"Urbanización Herminio Tejera 71 Puerta 6 
Salamanca, 29727",Vitacura,ES0624866175096867072279,Banco de Chile,1729838.1,2024-07-11,2,2024-11-09,Chevrolet Spark,Coupé,Banco de Chile,0.0,,1729838.1,2024-12-16,70,38,4,59,8,32,2
Maxi,Aranda,2622748-8,"Pasadizo Coral Luna 831
Guipúzcoa, 33468",Ñuñoa,ES1270714077614053756490,Scotiabank,1590702.87,2024-01-11,38,2024-02-23,Toyota Corolla,SUV,Scotiabank,11924532.21,2024-12-11,0.0,,68,46,4,174,6,77,86
Reinaldo,Tudela,9667205-5,"Callejón Ismael Valenzuela 1 Piso 1 
Girona, 08127",La Florida,ES3756881429875916910486,Scotiabank,1424315.52,2024-02-02,11,2024-03-14,Chevrolet Spark,Camioneta,Banco Estado,0.0,,1424315.52,2024-07-31,98,9,21,37,40,83,100
Ángela,Tenorio,14312482-7,"Rambla Mario Doménech 79 Puerta 4 
Málaga, 46388",Vitacura,ES7457050102915613038612,Banco de Chile,1788024.32,2024-04-23,29,2024-10-04,Honda Civic,Camioneta,Scotiabank,0.0,,1788024.32,2024-11-11,50,9,35,179,44,60,74
Heraclio,Folch,21398030-0,"Pasaje de Leocadio Lozano 80
Badajoz, 08582",Las Condes,ES1115305310341978721425,Scotiabank,1717152.42,2024-05-05,50,2024-11-04,Nissan Sentra,Coupé,Scotiabank,0.0,,1717152.42,2024-12-19,2,19,25,166,0,57,31
Andrés Felipe,Madrid,13244949-K,"Vial de David Ripoll 93
Ciudad, 30048",Las Condes,ES2945144913896680428040,BCI,1812167.11,2024-01-13,15,2024-06-15,Honda Civic,SUV,Banco de Chile,8857317.85,2024-06-18,0.0,,52,9,33,117,36,49,17
Clímaco,Diego,4022848-9,"Callejón Chelo Luna 84
Girona, 41172",Santiago,ES3827105654449270203897,Scotiabank,863182.83,2024-01-19,36,2024-02-16,Toyota Corolla,Coupé,Banco de Chile,17638513.08,2024-12-07,0.0,,11,49,9,135,47,49,39
Josefa,Lucena,2394283-6,"Via Saturnina Valentín 74 Piso 5 
Soria, 15443",Vitacura,ES2487037108409029985973,Banco Estado,709183.87,2024-03-12,31,2024-09-19,Toyota Corolla,Hatchback,Santander,0.0,,709183.87,2024-11-24,5,32,18,147,40,75,5
Timoteo,Huertas,1448533-3,"Rambla Encarnación Herrera 17 Puerta 5 
Cuenca, 08123",Providencia,ES9670010762808424533647,Scotiabank,749009.84,2024-01-10,42,2024-06-20,Toyota Corolla,Sedán,Scotiabank,5470941.01,2024-09-30,0.0,,67,3,2,81,35,8,86
Rosaura,Ballester,17358279-K,"Camino de Adelardo Rivera 640
Cádiz, 31805",Vitacura,ES2534251400443129282907,Banco Estado,582232.44,2024-07-13,15,2024-11-23,Toyota Corolla,SUV,BCI,10974987.32,2024-12-28,0.0,,82,9,47,187,26,10,65
Cristian,Lorenzo,22298591-9,"Cuesta de Zacarías Macias 823 Piso 4 
Ávila, 05532",La Florida,ES2631190558548192516200,Banco Estado,1531446.84,2024-02-02,33,2024-02-14,Nissan Sentra,Hatchback,Banco Estado,12299107.62,2024-09-22,0.0,,12,42,40,71,5,44,64
Francisca,Pastor,7615099-0,"Avenida de Arturo Tenorio 729
La Coruña, 27731",Vitacura,ES8383458956764419259473,Banco de Chile,1226934.59,2024-02-22,5,2024-05-28,Toyota Corolla,Hatchback,Banco Estado,18978659.59,2024-07-30,0.0,,34,27,14,43,44,78,20
Bernardo,Figueroa,4876180-1,"Acceso Elisabet Rosales 34 Piso 6 
Burgos, 42101",Vitacura,ES8535893779916582329842,Banco de Chile,676546.67,2024-01-21,25,2024-06-15,Honda Civic,Sedán,Scotiabank,0.0,,676546.67,2024-06-28,61,27,23,13,38,32,1
Víctor,Montserrat,12293195-1,"Pasaje de Encarnacion Garrido 82 Puerta 7 
Palencia, 04409",Las Condes,ES7375529969369732648820,Santander,1237583.42,2024-03-26,13,2024-11-20,Honda Civic,Coupé,Santander,0.0,,1237583.42,2024-12-29,94,17,23,198,26,61,60
Gil,Losa,23550044-2,"Pasaje de Griselda Simó 55 Puerta 1 
Albacete, 34013",Santiago,ES8268039918353754673637,Banco Estado,1590029.17,2024-05-08,12,2024-10-25,Honda Civic,Camioneta,Santander,0.0,,1590029.17,2024-12-27,24,16,28,123,2,36,69
Ángeles,Pereira,18202489-9,"Paseo de Espiridión Meléndez 225 Puerta 9 
Ceuta, 03540",Las Condes,ES1111494402895812776287,Santander,1344464.93,2024-05-23,7,2024-06-15,Chevrolet Spark,Sedán,Santander,13633296.82,2024-10-17,0.0,,59,16,47,184,15,5,68
Ramiro,Villena,16614312-8,"Ronda de Maribel Soto 98 Apt. 02 
Valencia, 33346",Las Condes,ES8570594776844219647170,Banco de Chile,1944737.86,2024-01-01,16,2024-08-26,Honda Civic,SUV,Scotiabank,6079128.7,2024-11-10,0.0,,84,3,31,109,25,92,99
Adrián,Peñas,14182689-1,"Urbanización de Eutropio Blanca 445 Puerta 6 
Huelva, 38756",La Florida,ES4131324036202369127340,Santander,1813847.01,2024-01-15,45,2024-08-03,Nissan Sentra,Sedán,Banco de Chile,0.0,,1813847.01,2024-09-07,14,43,11,86,7,64,11
Máximo,Ordóñez,14120737-7,"Calle Ascensión Colomer 52 Piso 1 
Las Palmas, 11667",La Florida,ES9680732535330340795335,Scotiabank,509676.58,2024-07-14,7,2024-10-18,Ford Fiesta,Camioneta,Scotiabank,10866736.07,2024-11-26,0.0,,21,15,43,146,7,58,10
Andrea,Gonzalo,11508351-1,"Vial de Noemí Figueras 86
Málaga, 26160",Las Condes,ES0828515544007240093067,Banco de Chile,1979962.33,2024-02-13,7,2024-07-22,Nissan Sentra,Sedán,Banco Estado,9595422.06,2024-10-20,0.0,,93,41,13,34,13,84,68
Lidia,Andres,10316754-K,"Acceso Irma Benítez 32
Lugo, 46092",Santiago,ES5363214948379356087562,Banco de Chile,562235.23,2024-01-18,48,2024-11-18,Chevrolet Spark,Hatchback,Santander,15591672.85,2024-12-20,0.0,,94,40,22,74,43,56,87
Loida,Valle,22244927-8,"Camino Hugo Artigas 10 Piso 7 
Huelva, 23725",Vitacura,ES3665365782667923503213,Banco Estado,839978.13,2024-04-13,32,2024-08-24,Nissan Sentra,Coupé,Scotiabank,5529706.59,2024-11-22,0.0,,94,30,27,30,45,9,44
Pía,Crespi,23484130-0,"C. de Ligia Martinez 76 Puerta 6 
Pontevedra, 25741",Las Condes,ES0913744585847246989842,Santander,1705312.41,2024-04-30,36,2024-09-23,Honda Civic,Camioneta,Banco de Chile,0.0,,1705312.41,2024-10-21,39,28,26,110,34,28,66
Rosalina,Seco,6515089-1,"Pasadizo Pancho Portillo 39 Apt. 41 
Valladolid, 16684",Providencia,ES2279477048942016177702,Banco de Chile,1763240.77,2024-03-03,36,2024-03-27,Ford Fiesta,SUV,Santander,18588848.5,2024-07-02,0.0,,55,48,5,63,22,22,41
Montserrat,Godoy,19532643-6,"Paseo Silvio Márquez 4
Teruel, 08409",Ñuñoa,ES8507271630792399596054,Banco de Chile,1053272.57,2024-06-14,28,2024-07-31,Nissan Sentra,Camioneta,Banco Estado,0.0,,1053272.57,2024-12-13,8,10,39,23,43,65,49
Adelina,Valera,3748283-8,"Rambla de Nacho Oliva 90
Guipúzcoa, 26079",Ñuñoa,ES4063196059954819551570,BCI,510604.69,2024-02-21,9,2024-12-24,Ford Fiesta,Hatchback,Scotiabank,18044224.56,2024-12-27,0.0,,73,5,37,194,21,39,77
Guiomar,Bello,17098194-4,"Glorieta Juan Francisco Peiró 50 Apt. 50 
Ciudad, 35194",La Florida,ES0772139566116428405637,BCI,518362.84,2024-04-04,37,2024-12-27,Chevrolet Spark,Camioneta,Scotiabank,0.0,,518362.84,2024-12-30,93,19,16,83,19,87,42
Aristides,Tamarit,18538818-2,"Pasadizo de Yago Carbonell 13 Apt. 26 
La Rioja, 17129",Ñuñoa,ES4961164349441780549552,BCI,935982.33,2024-03-06,2,2024-07-20,Honda Civic,SUV,Scotiabank,0.0,,935982.33,2024-12-14,45,26,19,6,3,69,41
Florinda,Garmendia,10335482-K,"Camino Anita Prieto 265
Baleares, 29491",Las Condes,ES2551365291117186457517,Banco de Chile,1042165.49,2024-07-11,21,2024-08-24,Honda Civic,Hatchback,Banco Estado,0.0,,1042165.49,2024-10-22,26,29,16,191,35,47,72
Anita,Cases,10728577-6,"Rambla de Abel Piñeiro 78 Apt. 10 
Lleida, 17836",La Florida,ES3277272146341738640708,Banco de Chile,1233360.51,2024-05-18,49,2024-07-26,Nissan Sentra,Hatchback,Scotiabank,0.0,,1233360.51,2024-10-30,37,5,17,57,12,97,55
Joan,Santiago,20134375-5,"Acceso Inocencio Sola 84 Apt. 62 
Las Palmas, 26841",Providencia,ES6482420417628509435482,Banco Estado,1604070.52,2024-05-14,18,2024-12-23,Chevrolet Spark,Hatchback,Banco de Chile,19432445.02,2024-12-30,0.0,,9,48,50,170,37,9,19
